page_url,data_key,data_value,created_at
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,of,2025-11-17 06:09:12.75493
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,No. of,2025-11-17 06:09:12.75171
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,of PT  Tentative,2025-11-17 06:09:12.747189
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,Tentative,2025-11-17 06:09:12.74564
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,of,2025-11-17 06:09:12.744418
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,No. of,2025-11-17 06:09:12.743097
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,Result,2025-11-17 06:09:12.741604
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,"Sept. 17,",2025-11-17 06:09:12.739823
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,of PT  Tentative,2025-11-17 06:09:12.73768
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,Tentative,2025-11-17 06:09:12.735494
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,of,2025-11-17 06:09:12.729819
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,No. of,2025-11-17 06:09:12.727148
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,of PT  Tentative,2025-11-17 06:09:12.723549
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,Tentative,2025-11-17 06:09:12.721662
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,of,2025-11-17 06:09:12.718776
https://gpsc.gujarat.gov.in/Documents/AdvertismentDocument/2018-1-31_985.pdf,Keyvalue,No. of,2025-11-17 06:09:12.7047
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,15.12.2018,2025-11-17 06:09:04.920161
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,05.10.2018,2025-11-17 06:09:04.9167
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,12.09.2018,2025-11-17 06:09:04.913064
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,02.12.2018,2025-11-17 06:09:04.911542
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,25.11.2018,2025-11-17 06:09:04.910092
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,18.11.2018,2025-11-17 06:09:04.908563
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,03.09.2018,2025-11-17 06:09:04.906951
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,08.08.2018,2025-11-17 06:09:04.904781
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,28.10.2018,2025-11-17 06:09:04.903092
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,01.10.2018,2025-11-17 06:09:04.900886
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,23.09.2018,2025-11-17 06:09:04.897412
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,09.09.2018,2025-11-17 06:09:04.895873
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,02.07.2018,2025-11-17 06:09:04.894576
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,06.06.2018,2025-11-17 06:09:04.893278
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,19.08.2018,2025-11-17 06:09:04.891952
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,12.08.2018,2025-11-17 06:09:04.890649
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,21.05.2018,2025-11-17 06:09:04.889357
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,25.04.2018,2025-11-17 06:09:04.887724
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,29.07.2018,2025-11-17 06:09:04.885348
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,22.07.2018,2025-11-17 06:09:04.880633
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,07.05.2018,2025-11-17 06:09:04.87908
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,11.04.2018,2025-11-17 06:09:04.877666
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,01.07.2018,2025-11-17 06:09:04.87618
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,29.6.2018,2025-11-17 06:09:04.874657
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,16.04.2018,2025-11-17 06:09:04.873148
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,21.03.2018,2025-11-17 06:09:04.871184
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,29.6.2018,2025-11-17 06:09:04.868637
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,16.04.2018,2025-11-17 06:09:04.863739
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,21.03.2018,2025-11-17 06:09:04.862139
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,03.06.2018,2025-11-17 06:09:04.860625
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,06.03.2018,2025-11-17 06:09:04.859009
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,22.04.2018,2025-11-17 06:09:04.857321
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,05.02.2018,2025-11-17 06:09:04.855211
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,10.01.2018,2025-11-17 06:09:04.852569
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,11.03.2018,2025-11-17 06:09:04.847819
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,04.03.2018,2025-11-17 06:09:04.845722
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,29.12.2017,2025-11-17 06:09:04.844069
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,06.12.2017,2025-11-17 06:09:04.84227
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,25.02.2018,2025-11-17 06:09:04.84031
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,04.02.2018,2025-11-17 06:09:04.837881
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,04.12.2017,2025-11-17 06:09:04.835206
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,08.11.2017,2025-11-17 06:09:04.83033
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,21.01.2018,2025-11-17 06:09:04.828622
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,07.01.2018,2025-11-17 06:09:04.827063
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,23.10.2017,2025-11-17 06:09:04.825171
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Date,27.09.2017,2025-11-17 06:09:04.823223
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Keyvalue,"1 Engineering Services (Preliminary) Examination, 2018 27.09.2017 23.10.2017 07.01.2018",2025-11-17 06:09:04.821227
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Keyvalue,Duration of,2025-11-17 06:09:04.818483
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Keyvalue,of,2025-11-17 06:09:04.813329
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Keyvalue,Last Date for,2025-11-17 06:09:04.811238
https://gpsc.gujarat.gov.in/Documents/2017-10-26_7.pdf,Keyvalue,of,2025-11-17 06:09:04.808164
