page_url,page_title,data_key,data_value,created_at,original_url,keyword
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Geo-Scientist (Preliminary) Examination, 2025",2025-11-17 05:32:28.19618,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Engineering Services (Preliminary) Examination, 2025",2025-11-17 05:32:28.194871,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,*   CISF AC(EXE) LDCE-2025,2025-11-17 05:32:28.193151,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Defence Services Examination (I), 2025",2025-11-17 05:32:28.190149,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   National Defence Academy and Naval Academy Examination (I), 2025",2025-11-17 05:32:28.187629,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Civil Services (Preliminary) Examination, 2025",2025-11-17 05:32:28.186076,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Forest Service (Preliminary) Examination, 2025 through CS(P) Examination 2025",2025-11-17 05:32:28.184719,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Economic Service - Indian Statistical Service Examination, 2025",2025-11-17 05:32:28.183334,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Medical Services Examination, 2025",2025-11-17 05:32:28.181954,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Central Armed Police Forces (ACs) Examination, 2025",2025-11-17 05:32:28.180565,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Geo-Scientist (Main) Examination, 2025",2025-11-17 05:32:28.17916,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Economic Service Examination, 2025",2025-11-17 05:32:28.177723,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Statistical Service Examination, 2025",2025-11-17 05:32:28.176225,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Defence Services Examination (II), 2025",2025-11-17 05:32:28.174554,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   National Defence Academy and Naval Academy Examination (II), 2025",2025-11-17 05:32:28.172882,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Engineering Services (Main) Examination, 2025",2025-11-17 05:32:28.171254,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Civil Services (Main) Examination, 2025",2025-11-17 05:32:28.169863,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Forest Service (Main) Examination, 2025",2025-11-17 05:32:28.16846,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Geo-Scientist (Preliminary) Examination, 2026",2025-11-17 05:32:28.166986,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Section Officers' (Grade 'B') LDCE-2025 and Combined Stenographers' (Grade 'B'-Grade-'I') LDCE-2019, 2020 & 2021",2025-11-17 05:32:28.165513,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Engineering Services (Preliminary) Examination, 2026",2025-11-17 05:32:28.163724,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Civil Services (Main) Examination, 2024",2025-11-17 05:31:59.231886,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Geo-Scientist (Preliminary) Examination, 2025",2025-11-17 05:31:59.230281,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Engineering Services (Preliminary) Examination, 2025",2025-11-17 05:31:59.226924,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,*   CISF AC(EXE) LDCE-2025,2025-11-17 05:31:59.223672,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Defence Services Examination (I), 2025",2025-11-17 05:31:59.22112,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   National Defence Academy and Naval Academy Examination (I), 2025",2025-11-17 05:31:59.219486,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Civil Services (Preliminary) Examination, 2025",2025-11-17 05:31:59.217804,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Forest Service (Preliminary) Examination, 2025 through CS(P) Examination 2025",2025-11-17 05:31:59.216138,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Economic Service - Indian Statistical Service Examination, 2025",2025-11-17 05:31:59.21456,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Medical Services Examination, 2025",2025-11-17 05:31:59.212416,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Central Armed Police Forces (ACs) Examination, 2025",2025-11-17 05:31:59.208948,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Geo-Scientist (Main) Examination, 2025",2025-11-17 05:31:59.206092,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Economic Service Examination, 2025",2025-11-17 05:31:59.204214,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Statistical Service Examination, 2025",2025-11-17 05:31:59.202702,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Defence Services Examination (II), 2025",2025-11-17 05:31:59.201178,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   National Defence Academy and Naval Academy Examination (II), 2025",2025-11-17 05:31:59.199518,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Engineering Services (Main) Examination, 2025",2025-11-17 05:31:59.197445,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Civil Services (Main) Examination, 2025",2025-11-17 05:31:59.193281,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Indian Forest Service (Main) Examination, 2025",2025-11-17 05:31:59.188729,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Geo-Scientist (Preliminary) Examination, 2026",2025-11-17 05:31:59.186138,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Combined Section Officers' (Grade 'B') LDCE-2025 and Combined Stenographers' (Grade 'B'-Grade-'I') LDCE-2019, 2020 & 2021",2025-11-17 05:31:59.183306,https://upsc.gov.in/examinations/active-exams,examination
https://upsc.gov.in/examinations/active-exams,Active Examinations | UPSC,Exam,"*   Engineering Services (Preliminary) Examination, 2026",2025-11-17 05:31:59.161244,https://upsc.gov.in/examinations/active-exams,examination
